"","Year","Origin","Dest","CNT","DepDelaySum","ArrDelaySum"
"61244",1988,"ORF","JAX",358,671,1432
"61245",1988,"RIC","BOS",318,6183,5789
"61246",1988,"GSO","FAY",555,7240,7729
"61247",1988,"APF","TPA",800,2127,1812
"61248",1988,"DEN","GJT",1503,9761,-6592
"61249",1988,"CVG","MSY",1071,4227,8312
"61250",1988,"ORF","DFW",718,2772,3704
"61251",1988,"DTW","RSW",345,2916,2573
"61252",1988,"LIT","MSY",1,-2,-35
"61253",1988,"COS","LAS",293,867,1663
"61254",1988,"ISP","EWR",1,-15,5
"61255",1988,"GSO","JAX",1,7,10
"61256",1989,"HNL","SFO",3384,32684,27130
"61257",1989,"ORD","OMA",3091,43964,45117
"61258",1989,"ORD","ICT",899,12641,15839
"61259",1989,"PIT","BDL",1674,18739,19356
"61260",1989,"DCA","BDL",1773,20006,21983
"61261",1989,"RNO","SFO",2301,17366,22129
"61262",1989,"BGM","PIT",1046,8363,11478
"61263",1989,"SJC","BUR",2639,10797,9356
"61264",1989,"DTW","CVG",2799,10260,17166
"61265",1989,"MSP","AZO",368,2198,3173
"61266",1989,"GSO","BOS",286,4468,5189
"61267",1989,"ATL","MSY",3276,26613,29681
"61268",1989,"SNA","SLC",708,9595,5619
"61269",1989,"SJU","EWR",1389,6350,139
"61270",1989,"MCI","MLI",292,1536,2054
"61271",1989,"MEM","DSM",7,28,12
"61272",1989,"BNA","DSM",220,1585,928
"61273",1989,"MSO","BZN",657,3733,-238
"61274",1989,"IAH","HOU",2488,4877,1124
"61275",1989,"SDF","TYS",189,1206,886
"61276",1990,"PIT","MCI",1049,14737,14022
"61277",1990,"SYR","PIT",1420,8563,6244
"61278",1990,"PBI","BWI",834,4621,5691
"61279",1990,"PIT","LGA",3141,32134,36258
"61280",1990,"BOS","PWM",1535,13735,15222
"61281",1990,"OKC","DAL",2464,21533,22172
"61282",1990,"PHX","LAX",12854,106067,89150
"61283",1990,"ELP","AUS",1625,12740,10188
"61284",1990,"OMA","MSP",1500,4888,5146
"61285",1990,"MSO","GTF",1060,1708,2302
"61286",1990,"MEM","GSP",979,976,3113
"61287",1990,"HNL","ORD",1112,6606,-3503
"61288",1990,"HNL","SEA",669,10846,10514
"61289",1990,"DEN","CVG",703,3895,5451
"61290",1990,"DSM","CID",191,1398,1499
"61291",1990,"LAS","PSP",836,1950,189
"61292",1990,"RNO","DFW",1500,9796,12556
"61293",1990,"ORD","RST",1091,11384,8355
"61294",1990,"BNA","SAN",255,1269,1056
"61295",1991,"MYR","CLT",1693,3275,6136
"61296",1991,"DCA","SYR",1160,3437,1911
"61297",1991,"TOL","DAY",689,748,-352
"61298",1991,"MCO","PNS",694,1056,1512
"61299",1991,"FAT","LAX",1195,7076,9315
"61300",1991,"DAL","OKC",2601,15677,10112
"61301",1991,"PHL","SFO",583,3714,-155
"61302",1991,"CVG","DFW",1751,11539,12925
"61303",1991,"MEM","CVG",711,2870,942
"61304",1991,"CVG","BDL",1051,6404,6609
"61305",1991,"DSM","PHX",717,3807,-1984
"61306",1991,"MSP","SMF",683,4616,810
"61307",1991,"SWF","ORD",1658,3613,3933
"61308",1991,"CLT","SEA",275,1033,1497
"61309",1992,"IND","LAX",1013,7613,4864
"61310",1992,"PHL","GSO",1259,9127,10574
"61311",1992,"DTW","CLT",1645,7884,6671
"61312",1992,"TPA","LGA",2655,15397,10359
"61313",1992,"PHL","CHS",3,-7,-45
"61314",1992,"FLL","BWI",652,3703,3170
"61315",1992,"LAS","BUR",4592,14638,4285
"61316",1992,"AUS","MAF",592,1831,991
"61317",1992,"PDX","MSP",1268,1840,-1313
"61318",1992,"TUL","MEM",18,51,84
"61319",1992,"LAX","BOS",1864,13438,8893
"61320",1992,"ICT","ORD",992,4953,5992
"61321",1992,"DFW","CLE",1989,12793,18262
"61322",1992,"TPA","DFW",3348,11120,19407
"61323",1992,"DFW","BTR",2462,20238,18471
"61324",1992,"BTM","BZN",696,2233,1119
"61325",1992,"SLC","MSY",362,2404,2173
"61326",1992,"LAS","JFK",701,4900,3265
"61327",1992,"DSM","OMA",244,758,10
"61328",1992,"SNA","MSP",1046,3572,5439
"61329",1992,"BNA","HSV",991,5277,1610
"61330",1992,"DFW","HRL",1374,8641,7461
"61331",1992,"PSP","SJC",267,779,521
"61332",1992,"PIA","ORD",572,1775,-774
"61333",1992,"PVD","EWR",865,6932,7403
"61334",1992,"IAH","HRL",1062,3298,-1279
"61335",1992,"LSE","MSN",0,NA,NA
"61336",1993,"CLT","CAK",87,188,-220
"61337",1993,"PHX","LAS",11049,72860,48015
"61338",1993,"PHX","TUL",1029,6901,1209
"61339",1993,"DTW","BUF",1614,5443,3386
"61340",1993,"MSP","MSY",446,821,-1970
"61341",1993,"STL","ATL",3587,21438,21247
"61342",1993,"SFO","IAD",1601,10976,4618
"61343",1993,"ORD","BOS",5930,63157,81906
"61344",1993,"DEN","SGF",569,6550,5426
"61345",1993,"GUC","DEN",93,-1,877
"61346",1993,"SJC","DEN",2780,15522,19957
"61347",1993,"MCO","IAH",1825,5368,3334
"61348",1993,"DEN","BIS",426,3256,-205
"61349",1993,"MCO","DFW",3742,18643,24497
"61350",1993,"HNL","SAN",358,2704,2332
"61351",1993,"SAV","ATL",2827,20253,18353
"61352",1993,"EWR","HDN",12,101,217
"61353",1994,"ATL","PIT",3787,29832,19794
"61354",1994,"DTW","CLT",2665,13253,7523
"61355",1994,"CLT","IAH",1322,10194,2716
"61356",1994,"SMF","LAS",1388,11319,10744
"61357",1994,"IND","STL",4245,21718,11894
"61358",1994,"RDU","DTW",2108,5882,10682
"61359",1994,"MSP","HDN",102,253,-268
"61360",1994,"MCO","ATL",3620,23315,23295
"61361",1994,"STL","MCO",1793,10262,7834
"61362",1994,"STL","RSW",470,3883,4100
"61363",1994,"DEN","LGA",2531,19203,19615
"61364",1994,"SMF","DEN",1704,7959,8367
"61365",1994,"ATL","SEA",704,9425,7222
"61366",1994,"RDU","ATL",4004,16511,10451
"61367",1994,"PSP","SLC",153,669,624
"61368",1994,"RAP","CPR",87,144,397
"61369",1994,"MSP","SAN",1091,8930,2569
"61370",1995,"ORD","PHL",6742,73916,53968
"61371",1995,"SYR","PIT",1418,11226,2978
"61372",1995,"PIT","SAT",365,4841,4477
"61373",1995,"ANC","SCC",269,3421,3598
"61374",1995,"BHM","SDF",723,5999,4721
"61375",1995,"LGB","SEA",25,491,31
"61376",1995,"SDF","LGA",361,3430,2232
"61377",1995,"CLT","MYR",2468,22297,23170
"61378",1995,"ABQ","ORD",1101,7086,6534
"61379",1995,"BNA","ORD",3631,24443,17217
"61380",1995,"CLT","GSP",2619,17794,15903
"61381",1995,"LAX","IND",713,7189,5390
"61382",1995,"SLC","JAC",1153,9255,10417
"61383",1995,"MCI","LAS",1449,13402,11039
"61384",1995,"CLT","LAX",1239,18123,16732
"61385",1995,"SEA","ANC",7258,60997,61082
"61386",1995,"ATL","CLE",3076,17983,19336
"61387",1995,"MIA","CLT",1913,15641,13902
"61388",1995,"CMH","CVG",1476,15055,17313
"61389",1995,"ABQ","SNA",1,4,-7
"61390",1995,"IAD","PDX",117,2833,1533
"61391",1995,"ONT","BOS",1,1,2
"61392",1996,"LGA","ROC",1286,14399,12145
"61393",1996,"CDV","YAK",357,3121,4184
"61394",1996,"BUF","MCO",121,1063,496
"61395",1996,"CVG","MCO",1457,16558,19984
"61396",1996,"SLC","MCO",729,12084,8433
"61397",1996,"EWR","MLB",363,1886,1609
"61398",1996,"HOU","MSP",995,4603,1958
"61399",1996,"SYR","PHL",1317,12483,8838
"61400",1996,"BFL","DFW",344,1301,2197
"61401",1996,"MCO","FLL",2250,20500,20162
"61402",1996,"PIT","LAX",1782,26009,22236
"61403",1996,"BET","ANC",883,11541,13875
"61404",1996,"MSP","BIL",1058,14211,16056
"61405",1996,"DEN","CLT",730,6939,3811
"61406",1996,"PVD","CVG",717,4171,6489
"61407",1996,"ORD","DEN",6804,101379,88418
"61408",1996,"HLN","GTF",1,99,114
"61409",1997,"ORD","PWM",1216,11067,8817
"61410",1997,"IAD","SJU",364,769,429
"61411",1997,"LAX","TUS",3208,31932,23447
"61412",1997,"STL","LGA",2357,22655,10305
"61413",1997,"DFW","MFE",1088,11108,8791
"61414",1997,"OTZ","OME",307,4125,4927
"61415",1997,"RIC","ORF",599,1720,3281
"61416",1997,"FLL","LAX",509,1813,1159
"61417",1997,"MCI","ATL",2535,25720,37429
"61418",1997,"CMH","BNA",204,813,-733
"61419",1998,"ORD","RIC",1247,15640,14455
"61420",1998,"FLL","STL",1171,9781,10994
"61421",1998,"RSW","STL",951,6260,6041
"61422",1998,"MCO","MHT",259,910,-8
"61423",1998,"DEN","MSY",1076,11862,13051
"61424",1998,"PHX","MSY",632,5016,-5743
"61425",1998,"BTV","PHL",1074,7751,8575
"61426",1998,"DAY","DFW",723,2751,-461
"61427",1998,"LAS","DFW",3795,19861,20436
"61428",1998,"MSY","IAH",4634,24597,25528
"61429",1998,"ORD","IAH",6156,74890,70647
"61430",1998,"ORD","JAX",725,10593,12268
"61431",1998,"IAH","BRO",356,1921,2345
"61432",1998,"ORF","BWI",5,-9,-16
"61433",1998,"PHL","BWI",724,9167,8876
"61434",1998,"RDU","GSO",1,-21,-16
"61435",1999,"PDX","PSP",175,724,1012
"61436",1999,"PDX","SAN",1436,8368,9438
"61437",1999,"SFO","SAN",7708,116319,98687
"61438",1999,"STT","SJU",367,716,635
"61439",1999,"BUR","SMF",3365,23054,16446
"61440",1999,"JAX","LGA",607,9003,8860
"61441",1999,"AUS","MEM",1062,-541,-2441
"61442",1999,"ATL","OMA",1056,9450,10259
"61443",1999,"MSP","ORD",12195,82796,123842
"61444",1999,"ATL","DFW",9910,104033,95084
"61445",1999,"SJU","EWR",2411,26550,12676
"61446",1999,"ORD","IAD",2593,30218,37488
"61447",1999,"OKC","DAL",2595,18489,16151
"61448",1999,"OAK","DEN",1730,4876,5303
"61449",2000,"PIT","SJU",362,2857,4061
"61450",2000,"DFW","SNA",3635,38377,33668
"61451",2000,"BZN","MSP",1113,1344,-3743
"61452",2000,"SFO","ONT",1984,40323,40385
"61453",2000,"BOS","IAD",6822,65023,70483
"61454",2000,"FLL","ATL",3683,37104,32787
"61455",2000,"MEM","ATL",4475,39963,31231
"61456",2000,"MLB","ATL",1431,6523,7140
"61457",2000,"MSP","AUS",686,5309,5444
"61458",2000,"TPA","BHM",710,4178,3004
"61459",2000,"SRQ","CLE",140,299,-222
"61460",2001,"LAS","PIT",976,3364,-5739
"61461",2001,"CLT","SDF",1069,4992,4369
"61462",2001,"GSP","PHL",257,2426,4299
"61463",2001,"FLL","BDL",1136,14317,9994
"61464",2001,"OKC","DAL",2478,15744,7658
"61465",2001,"STL","MLI",1981,9499,5319
"61466",2001,"DEN","IAD",3130,35298,28803
"61467",2001,"LAS","ORD",4591,55850,50274
"61468",2001,"LAS","IAD",570,2562,-319
"61469",2001,"ORD","OKC",1055,9730,6485
"61470",2001,"BOS","RDU",603,8137,36
"61471",2002,"BUF","MCO",367,632,-2334
"61472",2002,"MSY","FLL",726,5309,3160
"61473",2002,"BUF","LAS",365,1713,-1309
"61474",2002,"MCO","AUS",365,4013,432
"61475",2002,"SEA","BOI",1022,8024,4007
"61476",2002,"SNA","MSP",1065,1081,-6393
"61477",2002,"DTW","LAN",1962,11873,11828
"61478",2002,"SJU","ORD",1544,6881,164
"61479",2002,"BNA","DFW",2816,1323,-5899
"61480",2002,"MLU","ATL",88,-336,-381
"61481",2002,"SLC","PSC",713,2429,3274
"61482",2002,"FCA","MSO",242,114,890
"61483",2002,"DFW","BPT",378,-365,-727
"61484",2002,"TYR","DFW",2796,-4220,-3906
"61485",2002,"RIC","BOS",793,3307,2801
"61486",2002,"DFW","BWI",2225,14079,7037
"61487",2002,"CLE","PVD",212,-346,887
"61488",2002,"DFW","BUF",198,1244,-461
"61489",2003,"DEN","ATL",4939,18727,2245
"61490",2003,"LAS","SFO",4980,34040,25317
"61491",2003,"DEN","BOI",1368,5880,4914
"61492",2003,"LGA","MSY",790,-58,-2687
"61493",2003,"HOU","DAL",9767,75597,62221
"61494",2003,"IND","MDW",2035,11710,10020
"61495",2003,"BOS","MSP",2141,-606,-8044
"61496",2003,"DTW","LAN",2018,4635,7029
"61497",2003,"MSP","SDF",725,2205,2269
"61498",2003,"FLL","MSP",487,506,345
"61499",2003,"OKC","DFW",4651,18768,8246
"61500",2003,"SJC","MDW",679,312,5349
"61501",2003,"CVG","PBI",726,4498,6346
"61502",2003,"CAE","ATL",2585,18748,17220
"61503",2003,"DFW","EWR",3762,23767,18907
"61504",2003,"EWR","DFW",3788,14309,8249
"61505",2003,"ATL","EGE",108,497,587
"61506",2004,"SMF","DEN",1969,7312,8624
"61507",2004,"ORD","MCO",3915,44237,39980
"61508",2004,"LAX","RNO",2157,17948,16263
"61509",2004,"MDW","BNA",2641,39725,35060
"61510",2004,"SJC","PDX",2759,13914,5710
"61511",2004,"STL","LAS",1267,11391,6339
"61512",2004,"BIS","MSP",1409,-1440,302
"61513",2004,"FNT","TPA",315,3312,4446
"61514",2004,"CMH","CVG",2657,3142,571
"61515",2004,"TOL","CVG",2858,14064,-149
"61516",2004,"CVG","MHT",1435,10789,8224
"61517",2004,"JAX","DCA",695,5831,1362
"61518",2004,"EUG","PDX",1574,3678,-3073
"61519",2004,"XNA","IAH",1502,4735,11674
"61520",2004,"HNL","SMF",364,2161,1571
"61521",2004,"LAW","DFW",2073,-897,-2700
"61522",2004,"MKE","ORD",1769,23761,33507
"61523",2004,"ORF","ORD",2281,39003,42755
"61524",2004,"DFW","EWR",4096,47171,46476
"61525",2004,"MSY","JFK",617,4219,2140
"61526",2004,"EWR","CLE",2064,16491,24661
"61527",2004,"SMF","JFK",304,5133,4105
"61528",2004,"PIE","LGA",124,2605,4391
"61529",2005,"ORD","ATL",7716,119899,114957
"61530",2005,"SFO","SNA",3658,18161,10940
"61531",2005,"PHX","PHL",2512,22222,10967
"61532",2005,"PBI","CLT",1843,3851,-1067
"61533",2005,"CHS","DCA",1000,5943,2426
"61534",2005,"BNA","LAX",1452,10750,290
"61535",2005,"BWI","SDF",1668,21289,13950
"61536",2005,"MSP","TUS",430,3589,3816
"61537",2005,"CVG","PHF",705,4619,202
"61538",2005,"MLB","JFK",736,7476,6081
"61539",2005,"FAT","SFO",2648,20801,21406
"61540",2005,"DEN","CID",585,4657,2803
"61541",2005,"IAH","GRK",1558,4990,7681
"61542",2005,"ORD","HNL",822,5547,3961
"61543",2005,"CRP","ATL",953,14601,13835
"61544",2005,"PIA","ATL",1150,13830,2652
"61545",2005,"DFW","MFE",1436,9127,6184
"61546",2005,"PSP","PDX",198,1112,617
"61547",2005,"JFK","BTV",1113,16311,19881
"61548",2005,"SNA","EWR",907,2789,4046
"61549",2005,"TUS","MDW",180,210,-2585
"61550",2005,"SLC","ROW",1,3,NA
"61551",2006,"MIA","PHL",2527,24893,27364
"61552",2006,"PBI","CLT",1968,2816,1225
"61553",2006,"PHL","SEA",815,15878,16869
"61554",2006,"PHX","BUR",5053,45297,29210
"61555",2006,"SAN","PHX",8930,56428,30280
"61556",2006,"MDW","MHT",1368,21256,9029
"61557",2006,"CLT","JAN",21,552,521
"61558",2006,"MLB","CVG",25,162,82
"61559",2006,"PSC","SLC",1359,3753,-1006
"61560",2006,"DEN","PSC",937,8784,8667
"61561",2006,"MFR","DEN",354,5123,4848
"61562",2006,"IAD","LAX",4156,32070,22138
"61563",2006,"PBI","ORD",810,10900,12305
"61564",2006,"SLC","ANC",463,3521,1417
"61565",2006,"FAY","ATL",1516,29043,29333
"61566",2006,"SLC","MKE",346,5027,2285
"61567",2006,"SJU","FLL",1078,3299,-204
"61568",2006,"BDL","MIA",361,523,-330
"61569",2006,"DLG","ANC",212,2820,2766
"61570",2006,"LFT","DFW",903,3865,-1598
"61571",2006,"SMF","OGG",273,509,-2370
"61572",2006,"ANC","DFW",152,2574,1986
"61573",2006,"GPT","TPA",178,1216,2203
"61574",2007,"MCO","ORF",845,6905,2129
"61575",2007,"DTW","CLE",1573,12434,14381
"61576",2007,"CLL","IAH",286,1304,1396
"61577",2007,"LAX","MSY",955,13854,15850
"61578",2007,"ROC","PHL",259,2612,3922
"61579",2007,"FLL","LAX",1069,7498,1882
"61580",2007,"ATL","HSV",1890,34841,29080
"61581",2007,"OKC","ATL",1691,24871,23614
"61582",2007,"MIA","ORF",361,3141,1955
"61583",2007,"IND","LAX",515,1090,2175
"61584",2007,"MEM","MSN",355,2550,1905
"61585",2007,"DFW","JFK",717,19063,21926
"61586",2007,"JNU","ANC",1129,16713,13519
"61587",2007,"BIL","ORD",100,1501,1651
"61588",2008,"OKC","PHX",1502,8843,4886
"61589",2008,"SLC","BOI",3365,24534,21993
"61590",2008,"TPA","BNA",1691,17855,11292
"61591",2008,"BHM","PHX",366,2545,-1956
"61592",2008,"DEN","ABQ",4273,36449,27637
"61593",2008,"ONT","MCI",301,4540,4510
"61594",2008,"BDL","EWR",724,11087,14385
"61595",2008,"IAD","DTW",1624,17516,14235
"61596",2008,"PHL","IAD",545,11669,8525
"61597",2008,"SAT","ORD",1749,33457,32448
"61598",2008,"BOS","ORF",237,4059,3200
"61599",2008,"SAV","CVG",720,8691,6094
"61600",2008,"SDF","ORD",3355,55978,51668
"61601",2008,"DEN","ICT",1560,17341,17137
"61602",2008,"SLC","ORD",2807,38062,35527
"61603",2008,"ICT","PIA",1,215,NA
"61604",2008,"PHX","MKE",852,5489,305
"61605",2008,"PHX","OGG",581,12067,8023
"61606",2008,"TUL","ATL",1959,22987,19981
"61607",2008,"ATL","EWN",781,7486,4521
"61608",2008,"DEN","BDL",213,1778,1058
"61609",2008,"AEX","DFW",964,7492,6601
"61610",2008,"AMA","DFW",2490,25833,22301
"61611",2008,"MKE","DFW",727,9460,8033
"61612",2008,"DTW","PVD",1096,8224,12519
"61613",2008,"DFW","ELP",2813,32092,30568
"61614",2008,"ONT","DFW",1704,7055,5443
"61615",2008,"MCI","DFW",2794,19025,17334
"61616",2008,"SNA","PDX",1401,1163,2284
"61617",2008,"OAK","BOS",511,7035,3407
"61618",2008,"MKE","FNT",829,6489,5354
"61619",2008,"BOS","MDW",341,2451,1120
"61620",1996,"LAX","SNA",1,0,4
"61621",1987,"DEN","STL",880,11503,8441
"61622",1987,"TPA","PBI",42,308,351
"61623",1987,"IAD","BOS",781,7601,4270
"61624",1987,"DEN","CLE",474,8781,4849
"61625",1987,"AUS","LBB",171,1906,1440
"61626",1987,"TPA","MIA",1501,6818,9285
"61627",1987,"MSP","MCI",244,1668,2117
"61628",1987,"SAN","DTW",157,635,417
"61629",1987,"CHA","MEM",254,366,1537
"61630",1987,"MEM","CLT",179,1179,1963
"61631",1987,"AGS","CLT",179,393,713
"61632",1987,"YAP","ROR",24,157,178
"61633",1987,"SLC","IAH",172,916,1877
"61634",1987,"JNU","SEA",126,-195,431
"61635",1987,"RSW","JAX",85,546,147
"61636",1987,"LAX","PIT",356,2402,3157
"61637",1987,"PHL","PWM",181,1176,1163
"61638",1990,"EFD","IAH",680,2346,1138
"61639",1988,"PSP","LGB",1,-9,-8
"61640",2003,"HNL","CVG",61,109,416
"61641",2003,"HNL","LIH",913,-135,-1223
"61642",2003,"ORD","LIT",224,4889,4327
"61643",1988,"SJU","JFK",4238,32748,16507
"61644",1988,"MLI","STL",1731,6146,10624
"61645",1988,"JFK","SEA",653,7285,4255
"61646",1988,"ORD","PHL",5342,46686,44877
"61647",1988,"ATL","HSV",1618,8405,5254
"61648",1988,"SJU","BOS",1013,10020,3881
"61649",1988,"MSN","DTW",1137,4777,5453
"61650",1988,"MEM","CVG",1624,6018,8337
"61651",1988,"RNO","SLC",1089,5098,8655
"61652",1988,"SRQ","MEM",523,773,3192
"61653",1988,"MSP","CLT",701,5991,5932
"61654",1988,"GSO","PHL",308,1853,2909
"61655",1988,"ROC","BOS",1292,9907,8759
"61656",1988,"EWR","LAS",318,10835,8113
"61657",1988,"PHL","CVG",2423,15899,14549
"61658",1988,"SFO","MCI",478,5105,4940
"61659",1988,"MIA","PIT",1131,12096,11737
"61660",1988,"PIT","IND",1782,17105,22560
"61661",1988,"BDL","DCA",1642,10479,21436
"61662",1989,"ORD","ORF",995,14325,17238
"61663",1989,"PDX","DEN",2042,18501,17136
"61664",1989,"COS","DEN",3354,14639,18825
"61665",1989,"MYR","RDU",728,337,726
"61666",1989,"DAY","FNT",1036,15841,16331
"61667",1989,"BOS","GSO",517,7500,7511
"61668",1989,"BWI","ROA",1064,9296,12557
"61669",1989,"SJU","JFK",4038,29936,27240
"61670",1989,"SFO","OGG",387,2881,33
"61671",1989,"IAD","SLC",707,2653,7108
"61672",1989,"DFW","RSW",732,5014,4283
"61673",1989,"GJT","DEN",705,1424,2083
"61674",1989,"IAH","PHX",1341,8308,-4803
"61675",1989,"IAH","MSP",1025,4174,-3450
"61676",1989,"BZN","DEN",659,4929,3774
"61677",1989,"OMA","MCI",87,476,103
"61678",1990,"DCA","IND",1364,8735,5153
"61679",1990,"PHL","BUF",1415,18791,18672
"61680",1990,"BOS","CLT",2458,26380,20263
"61681",1990,"CLT","MSY",1412,11873,8674
"61682",1990,"LAX","SEA",9119,55566,83849
"61683",1990,"TPA","LAX",888,4734,1971
"61684",1990,"CLE","ROC",410,2442,2237
"61685",1990,"BNA","PHX",711,3706,924
"61686",1990,"TPA","MEM",1068,1602,998
"61687",1990,"MSY","MEM",1410,17,-2276
"61688",1990,"CVG","BNA",586,5038,6588
"61689",1990,"ABQ","DEN",3333,18777,27422
"61690",1990,"ORD","RIC",1046,8312,10737
"61691",1990,"ORD","SYR",2624,24255,26826
"61692",1990,"CHS","SAV",949,3628,2151
"61693",1990,"SEA","SAN",1277,8819,6432
"61694",1990,"MLI","OMA",210,1530,419
"61695",1990,"LGA","OMA",352,746,-2357
"61696",1990,"MSY","TPA",627,3470,-1928
"61697",1990,"BZN","MSP",20,35,111
"61698",1991,"PIT","TPA",1651,14032,13446
"61699",1991,"SYR","BOS",1231,7541,5976
"61700",1991,"PIT","RDU",2200,6474,-1087
"61701",1991,"PHL","PHX",711,5760,1939
"61702",1991,"LGA","IND",1074,5452,2234
"61703",1991,"MCO","TLH",1451,2444,1358
"61704",1991,"CHS","LGA",298,1522,1594
"61705",1991,"HOU","CRP",2421,22971,20132
"61706",1991,"MDW","DET",2415,18953,7772
"61707",1991,"HOU","MAF",679,4581,2738
"61708",1991,"LIT","STL",2532,12292,8316
"61709",1991,"FLL","MEM",146,1104,1770
"61710",1991,"DTW","DEN",2471,12983,8459
"61711",1991,"SDF","BNA",965,435,4630
"61712",1991,"ATL","STL",3297,42529,26708
"61713",1991,"DFW","IAH",9381,57503,62343
"61714",1991,"ATL","AUS",1069,6212,7963
"61715",1991,"SLC","SMF",1421,5788,5413
"61716",1991,"DSM","MDW",1050,3760,1792
"61717",1991,"DFW","HDN",180,1624,1263
"61718",1991,"ORD","SWF",1518,11212,12737
"61719",1991,"BNA","LAX",931,5320,2728
"61720",1991,"SNA","PDX",327,1055,1208
"61721",1991,"BHM","PIT",441,1421,1290
"61722",1992,"ROC","LGA",1795,11625,12718
"61723",1992,"MYR","CLT",1827,7283,9099
"61724",1992,"HSV","CLT",1035,2198,2285
"61725",1992,"TLH","TPA",1610,5027,3758
"61726",1992,"SJU","PHL",1219,3377,4091
"61727",1992,"SFO","PHL",947,9559,9140
"61728",1992,"SFO","ABQ",694,5116,2088
"61729",1992,"DTW","LAN",1304,4484,4520
"61730",1992,"HNL","SFO",3168,13082,-12811
"61731",1992,"HOU","DEN",702,1821,-5
"61732",1992,"PSP","ORD",474,2468,5089
"61733",1992,"IAD","CHS",94,53,-320
"61734",1992,"IAH","MCI",1019,4504,-2610
"61735",1992,"ATL","HSV",1655,9976,12981
"61736",1992,"CVG","BHM",359,2447,1739
"61737",1992,"ONT","SAN",511,1536,1838
"61738",1992,"FCA","MSO",240,2286,2328
"61739",1992,"MFE","DFW",1068,4157,8281
"61740",1992,"IAH","BOS",1213,12431,8980
"61741",1993,"PIT","HTS",1242,5521,974
"61742",1993,"CLT","STL",2240,10091,5286
"61743",1993,"MCI","CLT",1169,4512,-155
"61744",1993,"DCA","RDU",2493,6199,700
"61745",1993,"SFO","MCI",632,4415,485
"61746",1993,"MDW","DET",1910,12382,5866
"61747",1993,"LGA","DTW",3657,14362,8258
"61748",1993,"SRQ","RSW",1142,1834,-664
"61749",1993,"SJU","MIA",2943,6992,14390
"61750",1993,"SFO","KOA",354,1734,622
"61751",1993,"PWM","ORD",1162,8782,7442
"61752",1993,"TPA","IAD",393,542,1410
"61753",1993,"CVG","IND",1207,9109,8067
"61754",1993,"BNA","DFW",4462,29719,22055
"61755",1993,"CVG","LAS",359,1841,2859
"61756",1993,"HSV","BNA",1021,365,-798
"61757",1993,"ORF","BNA",628,1309,-1218
"61758",1993,"IAH","SNA",982,5257,-3322
"61759",1993,"PHL","MKE",582,5399,1437
"61760",1993,"LAX","RDU",1,-1,5
"61761",1993,"STL","PDX",60,246,405
"61762",1994,"BWI","PVD",1053,10525,10554
"61763",1994,"AGS","CLT",832,1644,-90
"61764",1994,"GSO","TPA",2331,27657,22414
"61765",1994,"LGA","ROC",1561,17015,8709
"61766",1994,"PNS","TPA",144,1411,683
"61767",1994,"PHL","BTV",1360,9662,6878
"61768",1994,"CLT","JFK",374,5736,3650
"61769",1994,"PIT","FNT",686,6366,4574
"61770",1994,"MSP","FSD",2044,6815,4666
"61771",1994,"SRQ","DTW",684,1078,1168
"61772",1994,"TPA","MSP",862,2726,2910
"61773",1994,"MSY","SFO",358,749,179
"61774",1994,"LAX","MSY",763,3413,247
"61775",1994,"ATL","DFW",7406,58288,59930
"61776",1994,"DFW","EWR",3634,48516,63522
"61777",1994,"ATL","SDF",2107,17843,19969
"61778",1994,"CVG","SFO",1057,10059,6609
"61779",1994,"GRR","CVG",1059,5840,5536
"61780",1994,"SHV","DFW",1756,11272,10920
"61781",1994,"BTM","BZN",177,1148,135
"61782",1994,"SLC","OKC",704,3873,5360
"61783",1994,"ORD","PSP",511,3050,2270
"61784",1994,"DFW","GUC",111,859,1048
"61785",1994,"ANC","DUT",288,2016,1875
"61786",1995,"SJC","PHX",3454,13259,11271
"61787",1995,"CVG","SFO",1117,13916,12740
"61788",1995,"RNO","SJC",1537,9494,7022
"61789",1995,"MCO","MCI",244,1427,-248
"61790",1995,"DAY","ORD",1656,11450,4497
"61791",1995,"SLC","PDX",2419,33550,30577
"61792",1995,"CLE","PHL",2514,16449,15807
"61793",1995,"CVG","EWR",1414,15250,11894
"61794",1995,"MKE","EWR",14,398,339
"61795",1995,"EWR","HDN",15,107,6
"61796",1995,"HOU","JFK",634,5012,3642
"61797",1995,"SLC","ABQ",1166,7539,7682
"61798",1995,"LAS","AUS",442,1753,2416
"61799",1995,"BUF","BWI",340,2152,680
"61800",1995,"LAS","CLT",364,5288,3830
"61801",1995,"MKE","IAH",300,863,372
"61802",1995,"SNA","SAN",62,233,62
"61803",1995,"CVG","GRB",1,5,1
"61804",1996,"ANC","SCC",347,4820,6745
"61805",1996,"SNA","SEA",1261,14067,16750
"61806",1996,"SFO","SLC",2896,43592,51347
"61807",1996,"ORD","SMF",1442,22794,20527
"61808",1996,"PBI","SRQ",664,2988,1403
"61809",1996,"ORD","HDN",50,603,372
"61810",1996,"MCO","ALB",52,583,522
"61811",1996,"BNA","CLT",1791,12942,12780
"61812",1996,"MLB","CLT",1097,5977,5755
"61813",1996,"MSP","DAY",657,2712,-511
"61814",1996,"MEM","DCA",1058,8677,3753
"61815",1996,"CLE","ORF",73,1001,1201
"61816",1997,"MLU","PNS",359,866,1573
"61817",1997,"MCO","ROC",52,333,-36
