"","Year","Origin","Dest","CNT","DepDelaySum","ArrDelaySum"
"21211",1991,"SEA","SAN",1080,4981,464
"21212",1991,"TPA","SRQ",288,1401,1080
"21213",1991,"PIT","SFO",1516,17089,14377
"21214",1991,"TLH","ATL",1417,5674,6636
"21215",1991,"PNS","ATL",1790,10272,12895
"21216",1991,"MGM","MLU",353,2061,2310
"21217",1991,"DFW","HSV",1540,9144,8637
"21218",1991,"MCO","BNA",1026,1281,3846
"21219",1991,"SNA","IAH",658,975,1567
"21220",1991,"IND","JAN",1,-2,-10
"21221",1991,"SUX","CID",59,969,189
"21222",1992,"PIT","ERI",1508,12678,11695
"21223",1992,"BWI","UCA",312,393,84
"21224",1992,"ELP","LAS",842,2759,-700
"21225",1992,"TPA","STL",1414,2201,921
"21226",1992,"STL","SLC",1610,11384,6592
"21227",1992,"STL","CID",1234,3353,2154
"21228",1992,"SAN","ORD",3507,12007,10605
"21229",1992,"SFO","SBA",1346,6106,4876
"21230",1992,"BOI","ORD",703,3851,3006
"21231",1992,"SAT","SLC",706,1915,1941
"21232",1992,"SMF","LAS",1002,1722,-476
"21233",1992,"EGE","SFO",11,355,336
"21234",1992,"RDU","DTW",1040,8746,8565
"21235",1992,"MIA","STT",339,2720,1736
"21236",1992,"MCI","IAH",1029,3971,4095
"21237",1992,"SGF","ICT",48,189,245
"21238",1992,"MIA","SAN",180,315,559
"21239",1993,"SYR","EWR",877,7275,5782
"21240",1993,"PIT","LAN",878,4800,1234
"21241",1993,"CAE","CLT",2262,4068,125
"21242",1993,"DAB","CLT",1172,4073,1223
"21243",1993,"PHL","ISP",977,6298,5857
"21244",1993,"EVV","IND",355,952,1382
"21245",1993,"HOU","DAL",11069,48992,23967
"21246",1993,"JFK","MIA",3119,20914,18660
"21247",1993,"STL","BWI",2166,7796,6904
"21248",1993,"ORD","HPN",2426,16305,13918
"21249",1993,"MDW","MCO",10,208,196
"21250",1993,"MCO","STT",150,1439,1569
"21251",1993,"FSD","SLC",350,-123,-1102
"21252",1993,"SJC","SLC",1738,6415,4175
"21253",1993,"CMH","LAS",889,22506,18442
"21254",1993,"RDU","PBI",1046,7339,7222
"21255",1993,"BNA","LGA",1280,10462,10832
"21256",1993,"ANC","CDV",350,2007,3059
"21257",1993,"CLE","MIA",755,5418,3315
"21258",1994,"MDW","CMH",4282,32930,39832
"21259",1994,"PIT","SAN",1060,17378,10850
"21260",1994,"PIT","RDU",1390,10251,9040
"21261",1994,"BWI","EWR",3939,43688,52314
"21262",1994,"SFO","IND",343,4125,1427
"21263",1994,"MSP","FAR",2075,8473,9446
"21264",1994,"DTW","SDF",1140,4033,438
"21265",1994,"DTW","LAN",1296,5813,5790
"21266",1994,"ORD","DCA",7716,45084,37491
"21267",1994,"ATL","FWA",348,2977,3301
"21268",1994,"CVG","RSW",715,4862,5982
"21269",1994,"BNA","DFW",4603,33474,22963
"21270",1994,"JAN","SHV",242,1211,1017
"21271",1994,"WRG","KTN",319,2454,3345
"21272",1995,"DTW","RDU",1492,14950,13224
"21273",1995,"OGG","SFO",693,7560,6204
"21274",1995,"ELP","LBB",1087,4573,1866
"21275",1995,"IAD","MCO",1117,9509,5988
"21276",1995,"JFK","PBI",291,1785,-2961
"21277",1995,"BNA","ATL",2895,20734,24160
"21278",1995,"SLC","BIL",1068,11593,11344
"21279",1995,"MEM","CLE",310,1103,9
"21280",1995,"LWB","CLT",2,31,22
"21281",1996,"DEN","PIT",1401,7993,7049
"21282",1996,"JAX","PNS",294,2373,2562
"21283",1996,"MSY","PNS",677,3425,3699
"21284",1996,"MSP","MDW",3063,27240,29739
"21285",1996,"BOS","MSP",2076,18195,14566
"21286",1996,"IAH","DTW",1449,7742,8387
"21287",1996,"STL","HOU",5161,64503,53137
"21288",1996,"ABQ","LAX",2473,28204,23910
"21289",1996,"BOS","BUF",940,10082,5712
"21290",1996,"DAY","CLT",1393,6932,6339
"21291",1996,"PHX","COS",1391,10357,15419
"21292",1996,"ATL","DAB",2522,21629,26138
"21293",1996,"HOU","DAL",11727,101547,74135
"21294",1997,"OKC","PHX",1087,8430,4849
"21295",1997,"ISP","PIT",708,1513,-379
"21296",1997,"PIT","PWM",788,4661,3208
"21297",1997,"DCA","RSW",207,1702,1500
"21298",1997,"CLT","SAN",365,3625,2055
"21299",1997,"SJC","SAN",3418,22694,15929
"21300",1997,"BDL","STL",1634,6329,2254
"21301",1997,"BHM","TPA",715,9042,6748
"21302",1997,"BNA","LGA",999,2766,2938
"21303",1997,"ICT","DFW",1801,6367,7589
"21304",1997,"TPA","EWR",2314,33618,27709
"21305",1997,"TOL","FWA",362,1169,2506
"21306",1997,"MDT","ABE",1061,5481,7392
"21307",1997,"LGA","BNA",998,5669,8020
"21308",1997,"PBI","CLE",147,1355,1859
"21309",1997,"CLE","CLT",1584,9540,11110
"21310",1997,"ELP","DAL",2158,14019,11860
"21311",1997,"DFW","DCA",5296,44629,15272
"21312",1998,"HRL","SAT",703,7501,5914
"21313",1998,"DTW","SDF",1048,11497,12308
"21314",1998,"BOS","SJU",845,4760,3598
"21315",1998,"STL","SNA",972,7404,4395
"21316",1998,"BZN","MSP",795,6962,3611
"21317",1998,"PIT","MSP",1963,14384,5171
"21318",1998,"BTV","ORD",906,9149,8549
"21319",1998,"ALB","PHL",1789,12198,17934
"21320",1998,"IAD","PHL",559,7983,7452
"21321",1998,"GUC","DFW",121,2678,2804
"21322",1998,"LGB","DFW",1408,3730,-2643
"21323",1998,"HOU","DTW",996,7441,6103
"21324",1998,"ORF","EWR",698,5535,5207
"21325",1998,"MCO","ABE",18,52,178
"21326",1998,"SFO","BOS",3562,27405,20384
"21327",1998,"MCI","CLE",874,2148,1458
"21328",1998,"CLE","CLT",1500,6125,3720
"21329",1998,"SFO","ANC",174,1584,1145
"21330",1999,"DFW","RDU",2668,34424,30536
"21331",1999,"BNA","SAT",363,11498,9288
"21332",1999,"BWI","SAT",365,1700,611
"21333",1999,"ORD","SDF",701,13016,14028
"21334",1999,"LAS","SJC",2808,29329,29862
"21335",1999,"PHX","TUS",4585,43499,53753
"21336",1999,"MCO","MDT",52,640,732
"21337",1999,"DTW","MIA",2215,25767,27947
"21338",1999,"SDF","ORD",697,6285,6218
"21339",1999,"BWI","JAX",2091,26501,21432
"21340",1999,"CAE","ATL",2804,26024,26547
"21341",1999,"MCO","AUS",374,4619,1264
"21342",1999,"PIT","BDL",1655,15850,17432
"21343",1999,"ATL","BOS",5498,80474,90016
"21344",1999,"FLL","CVG",1079,762,2746
"21345",2000,"STL","PIT",2912,28500,24908
"21346",2000,"DFW","SFO",5185,84228,74145
"21347",2000,"DEN","SJC",3059,49931,44738
"21348",2000,"RNO","STL",121,-51,-805
"21349",2000,"DCA","LGA",7874,13858,33079
"21350",2000,"HOU","MSY",7211,90120,79140
"21351",2000,"SLC","PDX",2858,23887,20946
"21352",2000,"STX","PHL",361,899,2359
"21353",2000,"SFO","DFW",5178,57429,47589
"21354",2000,"MSY","EWR",1374,18521,13401
"21355",2000,"DCA","GSO",291,1976,2305
"21356",2000,"MEM","LAS",364,1244,519
"21357",2000,"BNA","ATL",3149,20695,17001
"21358",2000,"MGM","ATL",647,3044,2699
"21359",2000,"DTW","BDL",1619,15652,13554
"21360",2000,"MTJ","CLE",1,-8,-13
"21361",2000,"BUF","CLT",1070,7147,9161
"21362",2000,"LAS","SDF",64,515,-528
"21363",2000,"TUS","SEA",182,2263,2772
"21364",2001,"ROC","DCA",716,1205,497
"21365",2001,"RSW","CLT",1870,3354,2860
"21366",2001,"ABQ","AMA",671,7235,5378
"21367",2001,"MSP","FSD",1951,7800,6182
"21368",2001,"DTW","IAD",1704,10520,5455
"21369",2001,"JFK","SFO",5472,52581,15746
"21370",2001,"STL","RIC",715,5818,3455
"21371",2001,"DEN","EWR",3057,34467,32172
"21372",2001,"ATL","MCO",4980,61436,44542
"21373",2001,"BOS","SLC",1022,7874,612
"21374",2001,"MLU","DFW",358,651,-318
"21375",2001,"SRQ","ORD",16,86,-125
"21376",2001,"LGA","XNA",443,5828,-3125
"21377",2001,"IND","MIA",81,962,1181
"21378",2001,"MIA","CLE",706,7207,3961
"21379",2001,"CVG","MHT",178,1193,-1966
"21380",2002,"PIT","DAY",782,1920,1638
"21381",2002,"PBI","CLT",1779,3302,-1509
"21382",2002,"DCA","PVD",1367,-2240,-9274
"21383",2002,"STL","HOU",2805,27782,7179
"21384",2002,"MSY","LAX",1099,3220,-6533
"21385",2002,"ABQ","PHX",6833,38952,-12880
"21386",2002,"LAS","IND",487,5283,-699
"21387",2002,"BHM","LAS",365,2042,-1356
"21388",2002,"SDF","MCO",366,6540,4577
"21389",2002,"MCO","PHX",985,5320,-2098
"21390",2002,"MSP","FAR",2371,12563,14153
"21391",2002,"MSP","BIL",1192,7690,9058
"21392",2002,"PHX","MEM",380,1664,1565
"21393",2002,"DEN","SAN",2256,12253,8746
"21394",2002,"STL","LGA",2130,16617,10341
"21395",2002,"OAK","JFK",780,15452,9092
"21396",2002,"IAD","CVG",113,-290,-1427
"21397",2003,"ATL","DEN",5336,27207,28616
"21398",2003,"DEN","MSP",4323,12539,8813
"21399",2003,"SFO","BUR",2624,9603,8686
"21400",2003,"PIT","SAN",1018,7241,4467
"21401",2003,"OAK","MDW",1092,4303,-5670
"21402",2003,"PVD","BNA",700,4684,-2518
"21403",2003,"TPA","PHX",944,7490,1365
"21404",2003,"BWI","SJC",351,4452,-5755
"21405",2003,"GEG","MSP",963,32,-2189
"21406",2003,"MSO","MSP",811,1255,-2369
"21407",2003,"SLC","SUN",3011,10645,-1338
"21408",2003,"DFW","ICT",3385,27623,22211
"21409",2003,"IAH","GSP",673,1178,270
"21410",2003,"IAH","RDU",1501,3793,-805
"21411",2003,"SAV","EWR",706,14602,14050
"21412",2003,"EWR","LAX",3898,21384,12391
"21413",2003,"SFO","IAD",2223,8582,-1131
"21414",2003,"MSY","CVG",1229,-1130,2488
"21415",2003,"CVG","MHT",716,3799,3266
"21416",2003,"JFK","PHX",1441,11384,3956
"21417",2003,"XNA","DFW",4705,17848,16315
"21418",2003,"EWR","LAS",2686,16832,12542
"21419",2003,"LAS","BOS",1080,8577,4527
"21420",2003,"MIA","DFW",3175,28936,18828
"21421",2003,"JFK","MSY",364,1387,-1123
"21422",2003,"JFK","IAH",363,-179,-1442
"21423",2003,"ROA","ORD",1021,7877,6582
"21424",2003,"ORD","JAX",1582,32735,22445
"21425",2003,"ORD","BHM",865,16201,14545
"21426",2004,"MSY","IAD",489,1744,570
"21427",2004,"CLT","ALB",746,4333,547
"21428",2004,"SYR","CLT",371,1621,618
"21429",2004,"IND","PHL",964,3556,5658
"21430",2004,"AUS","BNA",726,3952,209
"21431",2004,"IND","MDW",1918,18880,23077
"21432",2004,"MDW","LIT",363,2642,1091
"21433",2004,"PDX","BOI",1009,11381,10097
"21434",2004,"SLC","OAK",3532,23094,7737
"21435",2004,"MDW","MSP",4553,19758,19721
"21436",2004,"EWR","MSP",3930,18796,30943
"21437",2004,"DTW","PIT",1399,6442,9091
"21438",2004,"BWI","SFO",578,1889,-1756
"21439",2004,"STL","SJU",87,118,-37
"21440",2004,"SEA","SNA",3042,15118,2160
"21441",2004,"IAD","GSO",1996,14297,5834
"21442",2004,"AVP","ORD",691,11963,9005
"21443",2004,"JFK","TYS",5,55,33
"21444",2004,"COD","IDA",1,0,NA
"21445",2004,"STL","DCA",586,602,-1323
"21446",2004,"LAX","DCA",208,-65,-1375
"21447",2004,"CVG","FSD",457,4073,-2151
"21448",2004,"BHM","COS",1,2,NA
"21449",2004,"BHM","CLE",285,-1389,-1983
"21450",2005,"SAN","IAD",1549,6413,228
"21451",2005,"STX","CLT",53,571,261
"21452",2005,"BNA","OAK",364,960,-1878
"21453",2005,"ELP","LAS",873,6381,1819
"21454",2005,"ISP","PBI",846,4955,149
"21455",2005,"PHX","HOU",1748,20450,7825
"21456",2005,"PHX","SNA",4621,27394,18787
"21457",2005,"STL","ABQ",365,2850,-625
"21458",2005,"CVG","AVP",974,5136,1825
"21459",2005,"IPL","SAN",354,-922,-117
"21460",2005,"XNA","DEN",582,2317,704
"21461",2005,"TUS","TWF",2,37,NA
"21462",2005,"EWR","IND",1658,16394,16441
"21463",2005,"CLE","MEM",425,-524,-19
"21464",2005,"MCI","ATL",4547,46265,46597
"21465",2005,"ATL","ONT",1214,18406,21271
"21466",2005,"FLL","DFW",2796,28157,31324
"21467",2005,"LGA","BNA",1278,12518,7486
"21468",2005,"OGG","DFW",364,3083,56
"21469",2005,"ELP","ORD",719,6311,5459
"21470",2005,"SFO","SAT",272,4150,2002
"21471",2005,"GTF","DEN",471,-289,-934
"21472",2005,"MSO","GJT",2,-7,NA
"21473",2005,"DFW","LEX",726,6396,7568
"21474",2005,"PHX","PIH",1,-2,NA
"21475",2006,"DCA","FLL",1541,10999,8661
"21476",2006,"EYW","FLL",121,-215,-662
"21477",2006,"PHX","PHL",2772,28559,11138
"21478",2006,"IND","BWI",1028,5070,354
"21479",2006,"MCI","SMF",365,7310,5343
"21480",2006,"TPA","BHM",725,4731,1500
"21481",2006,"GSO","ORD",1243,28161,21975
"21482",2006,"ORD","FSD",1720,38849,34208
"21483",2006,"PIT","IAD",1635,26210,24663
"21484",2006,"DEN","MLI",675,7306,6892
"21485",2006,"DEN","MSN",827,12004,10405
"21486",2006,"IAD","SMF",367,6572,6949
"21487",2006,"ATL","SLC",2527,29387,26695
"21488",2006,"RSW","ATL",3794,31130,26943
"21489",2006,"FSD","LAS",86,471,418
"21490",2006,"MSP","MIA",909,2536,1285
"21491",2006,"ICT","CVG",1,-19,19
"21492",2006,"MSY","LAS",205,1838,-721
"21493",2006,"PWM","CLT",204,1941,2052
"21494",2006,"BOS","DAY",79,1200,1377
"21495",2006,"JFK","SRQ",110,-204,1067
"21496",2006,"RIC","DCA",1,-37,1
"21497",2006,"LGA","JFK",1,125,128
"21498",2007,"CMH","LAS",1420,11310,1107
"21499",2007,"ELP","PHX",4151,34629,25428
"21500",2007,"MDW","RSW",1344,13188,5966
"21501",2007,"RDU","BWI",2080,18870,13214
"21502",2007,"IAH","BFL",325,4003,1869
"21503",2007,"MSN","CLE",415,3390,3182
"21504",2007,"IAH","BPT",352,2415,1598
"21505",2007,"BOS","IAD",4879,63558,52865
"21506",2007,"IAD","RDU",1909,36845,33366
"21507",2007,"PHX","CLD",375,2738,2738
"21508",2007,"BNA","BOS",406,6764,6038
"21509",2007,"LEX","ORD",2080,27132,23200
"21510",2007,"SEA","IAD",1066,15352,12538
"21511",2007,"STT","SJU",567,5161,4725
"21512",2007,"SJU","BOS",1364,11278,11013
"21513",2007,"BTV","PHL",181,2588,2850
"21514",2007,"CVG","LAX",1311,9440,8882
"21515",2007,"PDX","CVG",660,4457,2832
"21516",2007,"ATL","BHM",2560,28955,26293
"21517",2007,"BDL","PBI",344,1343,1577
"21518",2007,"AEX","ATL",1064,17424,16482
"21519",2007,"BTR","DFW",3067,40246,36649
"21520",2007,"STL","BOS",1078,9257,7111
"21521",2007,"BIS","MSP",1802,14596,17391
"21522",2007,"GRR","MEM",354,4548,5093
"21523",2007,"MIA","DCA",2880,36649,41238
"21524",2007,"SFO","MIA",1088,12418,11100
"21525",2007,"IAD","DFW",1928,17817,15229
"21526",2007,"DFW","MCI",3062,38961,42071
"21527",2007,"HNL","OAK",363,2778,-651
"21528",2007,"PSP","OGD",1,16,NA
"21529",2007,"YKM","SLC",407,3341,6427
"21530",2007,"SFO","OAK",1,0,13
"21531",2007,"CEC","RDD",1,115,NA
"21532",2008,"IND","MDW",1325,8157,5953
"21533",2008,"PIT","TPA",1088,6976,1064
"21534",2008,"SAN","SJC",5218,38701,26820
"21535",2008,"ALB","BWI",2280,18974,12749
"21536",2008,"CMH","STL",675,4060,2777
"21537",2008,"LGA","MLB",2,30,52
"21538",2008,"ATL","PHL",6798,95128,77986
"21539",2008,"SBP","LAX",2657,3954,-1405
"21540",2008,"TUS","SFO",363,-429,22
"21541",2008,"ORD","RIC",1810,32716,29352
"21542",2008,"PHL","BDL",511,6200,3477
"21543",2008,"PIT","ATL",4500,34418,42223
"21544",2008,"ATL","BMI",2469,31328,24164
"21545",2008,"DEN","JAX",118,620,485
"21546",2008,"DCA","RDU",2653,17789,15231
"21547",2008,"DTW","SYR",1003,8356,10878
"21548",2008,"SEA","MEM",348,3898,3744
"21549",2008,"SBN","MSP",350,3149,2248
"21550",2008,"CHO","DCA",1,95,105
"21551",2005,"ORF","SBN",1,188,NA
"21552",1987,"STL","LAS",259,2524,2766
"21553",1987,"IAD","LAX",602,5184,6457
"21554",1987,"PHL","ABE",29,2,-116
"21555",1987,"RSW","ORD",156,1303,399
"21556",1987,"ATL","CLE",866,4810,8227
"21557",1987,"CLT","IND",165,1057,2043
"21558",1987,"ROC","BOS",379,3109,3148
"21559",1987,"SRQ","JFK",87,1180,896
"21560",1987,"DFW","ICT",350,2126,2112
"21561",1987,"RDU","FLL",267,1381,1558
"21562",1987,"LGA","JFK",4,173,40
"21563",1987,"ELP","SLC",1,20,21
"21564",1990,"ISP","MIA",36,495,6
"21565",1988,"JFK","SAT",1,48,NA
"21566",2003,"SJU","LGA",3,15,32
"21567",1992,"HDN","SFO",2,-8,1
"21568",1991,"CMH","PHX",31,475,114
"21569",1989,"EGE","LAX",2,80,86
"21570",2001,"LNK","MKE",1,87,82
"21571",1988,"LAX","SAN",9930,52580,39373
"21572",1988,"IAD","DEN",3013,22823,15811
"21573",1988,"LIT","ORD",582,8005,10894
"21574",1988,"LGA","ATL",5648,40821,43130
"21575",1988,"IND","MCI",443,2588,3298
"21576",1988,"PIA","DTW",209,703,1690
"21577",1988,"ORF","CLT",2600,17487,26125
"21578",1988,"IAH","MOB",172,1937,-53
"21579",1988,"MSY","FLL",196,1611,-774
"21580",1988,"TPA","LAX",322,3045,3224
"21581",1988,"DCA","BNA",1063,1472,741
"21582",1988,"CLE","DFW",720,1566,935
"21583",1988,"PIT","TYS",926,8720,11026
"21584",1988,"JAX","PHL",701,4919,5093
"21585",1989,"MCI","ORD",3223,32940,43810
"21586",1989,"MIA","FLL",1498,15881,15650
"21587",1989,"DCA","PIT",2111,22538,28594
"21588",1989,"CMH","PIT",1479,12809,11912
"21589",1989,"CMH","DCA",1337,9251,11916
"21590",1989,"SNA","PHX",2516,15559,15668
"21591",1989,"BOS","PWM",1692,15908,18980
"21592",1989,"ELP","DAL",1193,7945,1772
"21593",1989,"ELP","SFO",463,9463,10834
"21594",1989,"PHL","RIC",625,5800,9164
"21595",1989,"STL","BNA",1625,5569,10368
"21596",1989,"DFW","JAN",2090,14446,17903
"21597",1989,"DFW","ABQ",3812,31309,30087
"21598",1989,"ATL","GSO",2753,17467,24022
"21599",1989,"OAK","LAS",1363,5970,5366
"21600",1989,"LGA","BNA",1061,3095,3580
"21601",1989,"RDU","JAX",1007,6105,4554
"21602",1989,"SCC","ANC",511,2301,2362
"21603",1989,"OMA","IAH",357,840,1874
"21604",1989,"CLE","SRQ",300,1269,695
"21605",1989,"SRQ","IAD",51,681,663
"21606",1989,"LAX","MFR",438,7755,6274
"21607",1989,"RDU","STT",31,144,223
"21608",1989,"MKE","CVG",289,1188,3836
"21609",1990,"PIT","ORD",5397,35705,37785
"21610",1990,"BNA","CLT",1409,3521,5364
"21611",1990,"LAX","EUG",87,503,477
"21612",1990,"LAX","PHX",13040,115103,89635
"21613",1990,"RST","MSP",1396,1112,1779
"21614",1990,"TYS","BNA",293,744,1249
"21615",1990,"BOS","DTW",2256,20879,13577
"21616",1990,"PHL","JFK",965,7866,12046
"21617",1990,"SEA","ORD",4227,39062,31576
"21618",1990,"DTW","SFO",1878,18333,14632
"21619",1990,"LNK","ORD",1077,11601,14202
"21620",1990,"DEN","BIL",1467,10036,7067
"21621",1990,"ORD","RSW",719,7175,7041
"21622",1990,"ORD","CAE",318,1902,3283
"21623",1990,"DEN","PIA",353,1599,-238
"21624",1990,"CHS","IAD",955,1493,-953
"21625",1990,"OAK","SEA",2729,9778,10606
"21626",1990,"DFW","SEA",2787,33152,35337
"21627",1990,"MCI","ATL",3487,27389,29870
"21628",1990,"OKC","ATL",1062,9235,13969
"21629",1990,"PSC","BOI",361,67,228
"21630",1990,"GTF","HLN",361,593,533
"21631",1990,"LAX","EGE",16,330,233
"21632",1990,"DCA","OMA",352,6117,2825
"21633",1990,"BDL","TPA",349,1190,1586
"21634",1990,"CAE","DFW",526,2023,3686
"21635",1990,"TVL","RNO",1,-4,-2
"21636",1991,"PVD","BWI",1164,4321,4622
"21637",1991,"CLT","MDT",1072,1634,-2312
"21638",1991,"PIT","TRI",885,4294,2883
"21639",1991,"LAS","IND",717,3092,3696
"21640",1991,"DCA","SDF",640,2132,649
"21641",1991,"EWR","RIC",1107,4901,969
"21642",1991,"MLI","STL",1081,2813,1295
"21643",1991,"BWI","STL",1445,8260,3897
"21644",1991,"STL","JAX",671,4340,2738
"21645",1991,"ICT","DEN",1707,9347,13380
"21646",1991,"SLC","JFK",704,5343,3878
"21647",1991,"MIA","RDU",1062,2310,-1204
"21648",1991,"EWR","SJU",1387,9941,4393
"21649",1991,"RDU","SJU",694,2627,1808
"21650",1991,"EFD","IAH",223,640,-732
"21651",1991,"MLI","MKE",1,-13,-20
"21652",1992,"BUF","PIT",1776,8202,7329
"21653",1992,"BWI","ORF",689,3639,5009
"21654",1992,"LGA","PIT",3083,34956,28904
"21655",1992,"CLT","RDU",2569,13643,11043
"21656",1992,"PIT","TYS",1235,10915,9251
"21657",1992,"ALB","BUF",798,2923,869
"21658",1992,"ATL","BWI",2704,18174,15933
"21659",1992,"IAH","DAL",1859,7312,4993
"21660",1992,"DTW","AZO",965,4252,1634
"21661",1992,"FSD","MSP",1607,1714,3119
"21662",1992,"HNL","LAX",5483,32064,5304
"21663",1992,"MEM","SEA",769,5370,3216
"21664",1992,"ATL","DCA",4247,43426,48826
"21665",1992,"COS","PUB",260,-2825,-2630
"21666",1992,"BDL","JFK",345,2359,1340
"21667",1992,"ORD","SEA",4333,45147,31296
"21668",1992,"ORF","CVG",708,2423,2960
"21669",1992,"BOS","BGR",1384,14386,13725
"21670",1992,"ATL","MKE",1037,7659,7516
"21671",1992,"TUS","DFW",2881,11084,12947
"21672",1992,"SLC","SAT",707,4049,5555
"21673",1992,"SLC","PSP",160,916,573
"21674",1992,"LIT","BNA",1031,549,1091
"21675",1992,"RST","ORD",1175,4149,3703
"21676",1992,"DTW","SJC",211,1056,-654
"21677",1993,"BUF","BOS",1237,10997,9025
"21678",1993,"DAY","LGA",578,3351,184
"21679",1993,"PVD","CLT",709,2454,-2650
"21680",1993,"BUF","BWI",639,1299,1914
"21681",1993,"PHL","CMH",996,6119,3279
"21682",1993,"HOU","PHX",1694,9798,6046
"21683",1993,"ORD","EWR",8648,87502,125078
"21684",1993,"ORD","PVD",2654,26543,24372
"21685",1993,"DEN","PHL",2109,18399,9369
"21686",1993,"ORD","BNA",4203,32615,23957
"21687",1993,"PWM","PIT",353,2310,3641
"21688",1993,"BOS","SLC",706,5952,7441
"21689",1993,"CVG","SLC",1145,15946,19160
"21690",1993,"DFW","BWI",2180,17288,18037
"21691",1993,"LAS","TPA",355,3790,182
"21692",1993,"PHX","MCO",345,5291,4622
"21693",1993,"CDV","YAK",347,1436,2117
"21694",1993,"IAH","SEA",844,4238,2249
"21695",1993,"CLE","LAX",594,5818,7142
"21696",1994,"LAS","CMH",1552,17138,14936
"21697",1994,"BNA","PIT",1299,5154,3154
"21698",1994,"RIC","BWI",994,5333,2649
"21699",1994,"CLT","PHX",359,2773,855
"21700",1994,"DAL","MSY",1344,9626,7317
"21701",1994,"AUS","HOU",3908,16543,10320
"21702",1994,"FLL","DTW",1093,2664,1953
"21703",1994,"PDX","SEA",4567,14877,16338
"21704",1994,"JFK","STL",1241,19503,17844
"21705",1994,"CID","MLI",123,547,286
"21706",1994,"DEN","LAS",3679,26307,22495
"21707",1994,"BNA","TYS",344,6517,4603
"21708",1994,"SLC","OMA",693,3446,2285
"21709",1994,"ICT","PHX",703,3979,3856
"21710",1994,"LGA","MHT",377,6604,5513
"21711",1994,"SJC","PIT",320,1586,2497
"21712",1994,"EWR","ACK",17,385,340
"21713",1995,"PIT","PHL",3850,38303,36894
"21714",1995,"TYS","PIT",1028,4010,3076
"21715",1995,"ABQ","SFO",727,9201,8833
"21716",1995,"JAX","MEM",351,617,-136
"21717",1995,"STL","MIA",1817,20226,19029
"21718",1995,"SEA","ONT",1479,8978,11737
"21719",1995,"DFW","ORD",9534,59108,53623
"21720",1995,"ORD","EGE",120,1008,388
"21721",1995,"MDW","EWR",125,941,1213
"21722",1995,"PIT","EWR",2523,26360,20869
"21723",1995,"MCI","IAH",1837,5964,6054
"21724",1995,"ATL","LAX",2608,54555,54792
"21725",1995,"CLT","BUF",908,10196,10621
"21726",1995,"DEN","BWI",1443,15910,11923
"21727",1995,"ALB","CVG",731,2478,848
"21728",1995,"PBI","CVG",714,4412,3049
"21729",1995,"IAH","MKE",303,1305,-544
"21730",1995,"IAH","OMA",306,2043,1942
"21731",1996,"SAT","PIT",412,-302,-2403
"21732",1996,"ONT","SJC",2347,12482,8331
"21733",1996,"DEN","SLC",4979,63299,87625
"21734",1996,"BNA","MCI",670,3793,2468
"21735",1996,"GTF","MSP",720,3019,3947
"21736",1996,"ATL","OKC",1090,10527,13931
"21737",1996,"ORD","ONT",1213,19104,15724
"21738",1996,"OAK","DFW",2058,12236,12096
"21739",1996,"PIT","DFW",2518,20189,9996
"21740",1996,"EWR","IAH",3623,52875,55636
"21741",1996,"PDX","JFK",354,4674,6063
"21742",1996,"SHV","ATL",718,2339,1153
"21743",1996,"ORD","BUF",3481,42565,42318
"21744",1996,"MSY","CVG",1438,3761,5068
"21745",1996,"BDL","ALB",1,-2,0
"21746",1996,"BDL","IAH",201,34,-665
"21747",1997,"SAN","PHX",7892,55637,51202
"21748",1997,"RDU","RIC",356,1045,1470
"21749",1997,"SLC","SJC",1794,11683,11652
"21750",1997,"OAK","SNA",4610,23825,19996
"21751",1997,"SFO","MFR",1248,24882,19781
"21752",1997,"MEM","OMA",362,2601,3225
"21753",1997,"LNK","ORD",752,5280,4786
"21754",1997,"JFK","DFW",712,7749,3997
"21755",1997,"PDX","DFW",2600,9985,10790
"21756",1997,"RIC","DFW",924,2319,-2123
"21757",1997,"SDF","DFW",1072,6160,5020
"21758",1997,"SHV","JAN",354,-278,-858
"21759",1997,"ABQ","COS",357,1250,2021
"21760",1997,"PSP","STL",13,145,335
"21761",1998,"IAH","RSW",137,1223,1501
"21762",1998,"LAS","TUS",1051,15487,14224
"21763",1998,"LGA","MCI",357,5481,4567
"21764",1998,"JFK","MCO",2060,14263,5844
"21765",1998,"SEA","MIA",363,2668,508
"21766",1998,"DLH","MSP",1102,6344,4219
"21767",1998,"STL","PHL",1999,18544,13311
"21768",1998,"IAH","GSO",726,6249,7514
"21769",1998,"TOL","ATL",543,2433,3942
"21770",1998,"DFW","BDL",1079,8795,-1127
"21771",1998,"BTR","BHM",348,1452,1589
"21772",1998,"FAI","BRW",748,6432,6420
"21773",1998,"MCO","CAK",18,13,-36
"21774",1998,"RSW","CLE",493,2752,1922
"21775",1998,"LBB","DAL",2977,21073,20427
"21776",1998,"ORD","DCA",8907,85240,83722
"21777",1999,"MLU","PNS",360,459,-196
"21778",1999,"CLT","MYR",1804,15724,18276
"21779",1999,"CMH","ORD",2017,15471,19460
"21780",1999,"FLL","IAD",1405,12026,10959
"21781",1999,"SJU","IAD",438,4955,3952
"21782",1999,"DTW","CMH",1633,12692,13995
"21783",1999,"EWR","DCA",3227,23535,19690
"21784",1999,"RDU","IAD",1189,14047,17342
"21785",1999,"PHL","SWF",1,10,22
"21786",2000,"TPA","PVD",740,4411,-142
